央视1,#genre# 
嘉佳卡通,http://120.6.111.165:8088/rtp/239.253.93.203:6381
优漫卡通,http://120.6.111.165:8088/rtp/239.253.93.204:6382
山东教育,http://120.6.111.165:8088/rtp/239.253.92.106:6135
兵团卫视,http://120.6.111.165:8088/rtp/239.253.93.176:6344
百姓健康,http://120.6.111.165:8088/rtp/239.253.92.199:6568
证券服务,http://120.6.111.165:8088/rtp/239.253.92.124:6569
电视指南,http://120.6.111.165:8088/rtp/239.253.92.17:6078
第一剧场,http://120.6.111.165:8088/rtp/239.253.92.18:6079
风云剧场,http://120.6.111.165:8088/rtp/239.253.92.22:6073
怀旧剧场,http://120.6.111.165:8088/rtp/239.253.92.98:6120
风云音乐,http://120.6.111.165:8088/rtp/239.253.92.111:8060
风云足球,http://120.6.111.165:8088/rtp/239.253.92.110:8061
高尔夫网球,http://120.6.111.165:8088/rtp/239.253.92.117:8062
武术世界,http://120.6.111.165:8088/rtp/239.253.92.141:8064
兵器科技,http://120.6.111.165:8088/rtp/239.253.92.119:8065
世界地理,http://120.6.111.165:8088/rtp/239.253.92.113:8066
老故事,http://120.6.111.165:8088/rtp/239.253.92.132:8068
环球奇观,http://120.6.111.165:8088/rtp/239.253.92.130:8069
文物宝库,http://120.6.111.165:8088/rtp/239.253.92.159:8070
国学,http://120.6.111.165:8088/rtp/239.253.92.158:8071
女性时尚,http://120.6.111.165:8088/rtp/239.253.92.249:6103
文化精品,http://120.6.111.165:8088/rtp/239.253.92.25:6104
早期教育,http://120.6.111.165:8088/rtp/239.253.92.39:6107
梨园,http://120.6.111.165:8088/rtp/239.253.92.152:8086
汽摩,http://120.6.111.165:8088/rtp/239.253.92.46:6110
CETV-2,http://120.6.111.165:8088/rtp/239.253.92.108:6136
CETV-4,http://120.6.111.165:8088/rtp/239.253.92.200:6137
中学生,http://120.6.111.165:8088/rtp/239.253.92.27:6106
快乐垂钓高清,http://120.6.111.165:8088/rtp/239.253.93.213:6391
新动漫,http://120.6.111.165:8088/rtp/239.253.93.217:6395
先锋乒羽,http://120.6.111.165:8088/rtp/239.253.93.219:6397
发现之旅,http://120.6.111.165:8088/rtp/239.253.94.30:6629
环球旅游,http://120.6.111.165:8088/rtp/239.253.93.220:6398
车迷,http://120.6.111.165:8088/rtp/239.253.93.221:6399
游戏风云高清,http://120.6.111.165:8088/rtp/239.253.93.222:6400
欢笑剧场4K,http://120.6.111.165:8088/rtp/239.253.93.223:6401
乐游高清,http://120.6.111.165:8088/rtp/239.253.93.224:6402
动漫秀场高清,http://120.6.111.165:8088/rtp/239.253.93.225:6403
生活时尚高清,http://120.6.111.165:8088/rtp/239.253.93.226:6404
都市剧场高清,http://120.6.111.165:8088/rtp/239.253.93.227:6405
茶频道高清,http://120.6.111.165:8088/rtp/239.253.93.212:6390
天元围棋,http://120.6.111.165:8088/rtp/239.253.93.211:6389
书画,http://120.6.111.165:8088/rtp/239.253.93.214:6392
摄影,http://120.6.111.165:8088/rtp/239.253.93.215:6393
央视台球高清,http://120.6.111.165:8088/rtp/239.253.93.231:6409
求索纪录高清,http://120.6.111.165:8088/rtp/239.253.93.236:6414
东方财经,http://120.6.111.165:8088/rtp/239.253.93.239:6417
金色学堂高清,http://120.6.111.165:8088/rtp/239.253.93.240:6418
法治天地高清,http://120.6.111.165:8088/rtp/239.253.93.241:6419
中华特产,http://120.6.111.165:8088/rtp/239.253.93.242:6420
四海钓鱼,http://120.6.111.165:8088/rtp/239.253.93.243:6421
优优宝贝,http://120.6.111.165:8088/rtp/239.253.93.244:6422
生态环境,http://120.6.111.165:8088/rtp/239.253.93.245:6423
家庭理财,http://120.6.111.165:8088/rtp/239.253.93.246:6424
财富天下,http://120.6.111.165:8088/rtp/239.253.93.247:6425
中华美食高清,http://120.6.111.165:8088/rtp/239.253.93.248:6426
电视指南高清,http://120.6.111.165:8088/rtp/239.253.93.249:6427
第一剧场高清,http://120.6.111.165:8088/rtp/239.253.93.138:6428
风云剧场高清,http://120.6.111.165:8088/rtp/239.253.93.251:6429
怀旧剧场高清,http://120.6.111.165:8088/rtp/239.253.93.252:6430
风云音乐高清,http://120.6.111.165:8088/rtp/239.253.93.253:6431
风云足球高清,http://120.6.111.165:8088/rtp/239.253.93.254:6432
高尔夫网球高清,http://120.6.111.165:8088/rtp/239.253.93.122:6465
武术世界高清,http://120.6.111.165:8088/rtp/239.253.93.46:6434
兵器科技高清,http://120.6.111.165:8088/rtp/239.253.93.47:6435
世界地理高清,http://120.6.111.165:8088/rtp/239.253.92.131:6113
文物宝库高清,http://120.6.111.165:8088/rtp/239.253.93.180:6437
女性时尚高清,http://120.6.111.165:8088/rtp/239.253.92.144:6114
文化精品高清,http://120.6.111.165:8088/rtp/239.253.93.175:6439
早期教育高清,http://120.6.111.165:8088/rtp/239.253.93.164:6440
梨园高清,http://120.6.111.165:8088/rtp/239.253.93.133:6441
直播,#genre#
慢直播1,http://120.6.111.165:8088/rtp/239.253.94.1:6600
慢直播2,http://120.6.111.165:8088/rtp/239.253.94.2:6601
慢直播3,http://120.6.111.165:8088/rtp/239.253.94.3:6602
慢直播4,http://120.6.111.165:8088/rtp/239.253.94.4:6603
慢直播5,http://120.6.111.165:8088/rtp/239.253.94.5:6604
慢直播6,http://120.6.111.165:8088/rtp/239.253.94.6:6605
慢直播7,http://120.6.111.165:8088/rtp/239.253.94.7:6606
慢直播8,http://120.6.111.165:8088/rtp/239.253.94.8:6607
慢直播9,http://120.6.111.165:8088/rtp/239.253.94.9:6608
慢直播10,http://120.6.111.165:8088/rtp/239.253.94.10:6609
慢直播11,http://120.6.111.165:8088/rtp/239.253.94.11:6610
慢直播12,http://120.6.111.165:8088/rtp/239.253.94.12:6611
慢直播13,http://120.6.111.165:8088/rtp/239.253.94.13:6612
慢直播14,http://120.6.111.165:8088/rtp/239.253.94.14:6613
慢直播15,http://120.6.111.165:8088/rtp/239.253.94.15:6614
慢直播16,http://120.6.111.165:8088/rtp/239.253.94.16:6615
慢直播17,http://120.6.111.165:8088/rtp/239.253.94.17:6616
慢直播18,http://120.6.111.165:8088/rtp/239.253.94.18:6617
慢直播19,http://120.6.111.165:8088/rtp/239.253.94.19:6618
慢直播20,http://120.6.111.165:8088/rtp/239.253.94.20:6619
慢直播21,http://120.6.111.165:8088/rtp/239.253.94.21:6620
慢直播22,http://120.6.111.165:8088/rtp/239.253.94.22:6621
慢直播23,http://120.6.111.165:8088/rtp/239.253.94.23:6622
慢直播24,http://120.6.111.165:8088/rtp/239.253.94.24:6623
慢直播九屏1,http://120.6.111.165:8088/rtp/239.253.94.25:6624
慢直播九屏2,http://120.6.111.165:8088/rtp/239.253.94.26:6625
