央视频道,#genre#
CCTV世界地理,http://www.erbao1981.top:8188/udp/239.76.247.57:1234
CCTV女性时尚,http://www.erbao1981.top:8188/udp/239.76.254.55:9000
CCTV女性时尚,http://www.erbao1981.top:8188/udp/239.76.247.55:1234
CCTV怀旧剧场,http://www.erbao1981.top:8188/udp/239.76.254.53:9000
CCTV怀旧剧场,http://www.erbao1981.top:8188/udp/239.76.247.53:1234
CCTV高尔夫网球,http://www.erbao1981.top:8188/udp/239.76.254.62:9000
CCTV高尔夫网球,http://www.erbao1981.top:8188/udp/239.76.247.62:1234
CCTV风云足球,http://www.erbao1981.top:8188/udp/239.76.254.52:9000
CCTV风云足球,http://www.erbao1981.top:8188/udp/239.76.247.52:1234
CCTV风云音乐,http://www.erbao1981.top:8188/udp/239.76.254.51:9000
CCTV风云音乐,http://www.erbao1981.top:8188/udp/239.76.247.51:1234
CCTV风云音乐,http://www.erbao1981.top:8188/udp/239.76.247.50:1234
CCTV风云剧场,http://www.erbao1981.top:8188/udp/239.76.254.50:9000
CCTV电视指南,http://www.erbao1981.top:8188/udp/239.76.254.61:9000
CCTV电视指南,http://www.erbao1981.top:8188/udp/239.76.247.61:1234
CCTV第一剧场,http://www.erbao1981.top:8188/udp/239.76.254.49:9000
CCTV兵器科技,http://www.erbao1981.top:8188/udp/239.76.254.59:9000
CCTV兵器科技,http://www.erbao1981.top:8188/udp/239.76.247.59:1234
Bestv4K,http://www.erbao1981.top:8188/udp/239.76.254.92:9000
Bestv4K,http://www.erbao1981.top:8188/udp/239.76.254.4:9000
Bestv4K,http://www.erbao1981.top:8188/udp/239.76.254.3:9000
Bestv4K,http://www.erbao1981.top:8188/udp/239.76.254.2:9000
Bestv4K,http://www.erbao1981.top:8188/udp/239.76.247.92:1234
Bestv4K,http://www.erbao1981.top:8188/udp/239.76.247.4:1234
Bestv4K,http://www.erbao1981.top:8188/udp/239.76.247.3:1234
Bestv4K,http://www.erbao1981.top:8188/udp/239.76.247.2:1234
9号[1047*576],http://www.erbao1981.top:8188/udp/239.76.252.9:9000
9号[1047*576],http://www.erbao1981.top:8188/udp/239.76.251.9:9000
9号,http://www.erbao1981.top:8188/udp/239.76.246.9:1234
99号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.99:9000
98号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.98:9000
97号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.97:9000
96号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.96:9000
96号,http://www.erbao1981.top:8188/udp/239.76.251.96:9000
95号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.95:9000
95号,http://www.erbao1981.top:8188/udp/239.76.246.95:1234
94号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.94:9000
94号,http://www.erbao1981.top:8188/udp/239.76.251.94:9000
94号,http://www.erbao1981.top:8188/udp/239.76.246.94:1234
93号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.93:9000
93号,http://www.erbao1981.top:8188/udp/239.76.254.93:9000
93号,http://www.erbao1981.top:8188/udp/239.76.247.93:1234
93号,http://www.erbao1981.top:8188/udp/239.76.246.93:1234
92号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.92:9000
91号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.91:9000
91号,http://www.erbao1981.top:8188/udp/239.76.254.91:9000
91号,http://www.erbao1981.top:8188/udp/239.76.247.91:1234
90号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.90:9000
90号,http://www.erbao1981.top:8188/udp/239.76.254.90:9000
90号,http://www.erbao1981.top:8188/udp/239.76.247.90:1234
8号[1024*576],http://www.erbao1981.top:8188/udp/239.76.252.8:9000
8号[1024*576],http://www.erbao1981.top:8188/udp/239.76.251.8:9000
8K,http://www.erbao1981.top:8188/udp/239.76.254.199:9000
89号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.89:9000
89号[1024*576],http://www.erbao1981.top:8188/udp/239.76.253.89:9000
89号[1024*576],http://www.erbao1981.top:8188/udp/239.76.246.89:1234
89号,http://www.erbao1981.top:8188/udp/239.76.254.89:9000
89号,http://www.erbao1981.top:8188/udp/239.76.247.89:1234
88号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.88:9000
88号,http://www.erbao1981.top:8188/udp/239.76.254.88:9000
88号,http://www.erbao1981.top:8188/udp/239.76.253.88:9000
88号,http://www.erbao1981.top:8188/udp/239.76.247.88:1234
87号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.87:9000
87号,http://www.erbao1981.top:8188/udp/239.76.254.87:9000
87号,http://www.erbao1981.top:8188/udp/239.76.247.87:1234
87号,http://www.erbao1981.top:8188/udp/239.76.246.87:1234
86号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.86:9000
86号,http://www.erbao1981.top:8188/udp/239.76.254.86:9000
86号,http://www.erbao1981.top:8188/udp/239.76.247.86:1234
85号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.85:9000
85号,http://www.erbao1981.top:8188/udp/239.76.254.85:9000
85号,http://www.erbao1981.top:8188/udp/239.76.247.85:1234
84号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.84:9000
84号,http://www.erbao1981.top:8188/udp/239.76.254.84:9000
84号,http://www.erbao1981.top:8188/udp/239.76.247.84:1234
83号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.83:9000
83号,http://www.erbao1981.top:8188/udp/239.76.254.83:9000
83号,http://www.erbao1981.top:8188/udp/239.76.247.83:1234
82号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.82:9000
82号,http://www.erbao1981.top:8188/udp/239.76.254.82:9000
82号,http://www.erbao1981.top:8188/udp/239.76.247.82:1234
81号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.81:9000
7号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.7:9000
7号[1047*576],http://www.erbao1981.top:8188/udp/239.76.252.7:9000
79号[1024*576],http://www.erbao1981.top:8188/udp/239.76.253.79:9000
79号[1024*576],http://www.erbao1981.top:8188/udp/239.76.246.79:1234
77号[1047*576],http://www.erbao1981.top:8188/udp/239.76.253.77:9000
77号[1047*576],http://www.erbao1981.top:8188/udp/239.76.246.77:1234
76号[1024*576],http://www.erbao1981.top:8188/udp/239.76.253.76:9000
76号[1024*576],http://www.erbao1981.top:8188/udp/239.76.246.76:1234
74号[785*576],http://www.erbao1981.top:8188/udp/239.76.251.74:9000
74号,http://www.erbao1981.top:8188/udp/239.76.246.74:1234
73号[1024*576],http://www.erbao1981.top:8188/udp/239.76.251.73:9000
72号[785*576],http://www.erbao1981.top:8188/udp/239.76.251.72:9000
72号,http://www.erbao1981.top:8188/udp/239.76.246.72:1234
71号[1024*576],http://www.erbao1981.top:8188/udp/239.76.251.71:9000
70号[1047*576],http://www.erbao1981.top:8188/udp/239.76.251.70:9000
6号[785*576],http://www.erbao1981.top:8188/udp/239.76.252.6:9000
6号[785*576],http://www.erbao1981.top:8188/udp/239.76.251.6:9000
69号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.69:9000
68号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.68:9000
67号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.67:9000
66号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.66:9000
65号[768*576],http://www.erbao1981.top:8188/udp/239.76.253.65:9000
65号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.65:9000
65号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.65:9000
64号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.64:9000
64号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.64:9000
63号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.63:9000
63号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.63:9000
62号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.62:9000
62号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.62:9000
61号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.61:9000
61号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.61:9000
61号[1047*576],http://www.erbao1981.top:8188/udp/239.76.253.61:9000
61号[1047*576],http://www.erbao1981.top:8188/udp/239.76.246.61:1234
60号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.60:9000
60号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.60:9000
60号[1024*576],http://www.erbao1981.top:8188/udp/239.76.253.60:9000
5号[785*576],http://www.erbao1981.top:8188/udp/239.76.255.5:9000
5号[785*576],http://www.erbao1981.top:8188/udp/239.76.248.5:1234
5号[1024*576],http://www.erbao1981.top:8188/udp/239.76.252.5:9000
5号[1024*576],http://www.erbao1981.top:8188/udp/239.76.251.5:9000
59号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.59:9000
59号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.59:9000
58号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.58:9000
58号[1024*576],http://www.erbao1981.top:8188/udp/239.76.252.58:9000
57号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.57:9000
57号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.57:9000
56号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.56:9000
56号[1024*576],http://www.erbao1981.top:8188/udp/239.76.252.56:9000
55号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.55:9000
55号[1024*576],http://www.erbao1981.top:8188/udp/239.76.252.55:9000
54号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.54:9000
54号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.54:9000
53号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.53:9000
53号[1024*576],http://www.erbao1981.top:8188/udp/239.76.252.53:9000
52号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.52:9000
52号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.52:9000
51号[785*576],http://www.erbao1981.top:8188/udp/239.76.253.51:9000
51号[785*576],http://www.erbao1981.top:8188/udp/239.76.246.51:1234
51号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.51:9000
51号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.51:9000
50号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.50:9000
4号[785*576],http://www.erbao1981.top:8188/udp/239.76.255.4:9000
4号[785*576],http://www.erbao1981.top:8188/udp/239.76.253.4:9000
4号[785*576],http://www.erbao1981.top:8188/udp/239.76.248.4:1234
4号[785*576],http://www.erbao1981.top:8188/udp/239.76.246.4:1234
4号[1047*576],http://www.erbao1981.top:8188/udp/239.76.252.4:9000
4号[1047*576],http://www.erbao1981.top:8188/udp/239.76.251.4:9000
4K,http://www.erbao1981.top:8188/udp/239.76.246.230:1234
49号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.49:9000
49号,http://www.erbao1981.top:8188/udp/239.76.247.49:1234
48号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.48:9000
48号[1024*576],http://www.erbao1981.top:8188/udp/239.76.254.48:9000
48号[1024*576],http://www.erbao1981.top:8188/udp/239.76.247.48:1234
47号[768*576],http://www.erbao1981.top:8188/udp/239.76.254.47:9000
47号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.47:9000
47号[768*576],http://www.erbao1981.top:8188/udp/239.76.247.47:1234
46号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.46:9000
46号[1024*576],http://www.erbao1981.top:8188/udp/239.76.254.46:9000
46号[1024*576],http://www.erbao1981.top:8188/udp/239.76.247.46:1234
45号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.45:9000
45号,http://www.erbao1981.top:8188/udp/239.76.247.45:1234
麻阳综合,http://www.erbao1981.top:8188/udp/239.76.248.45:1234
麻阳综合,http://www.erbao1981.top:8188/udp/239.76.255.45:9000
44号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.44:9000
44号,http://www.erbao1981.top:8188/udp/239.76.247.44:1234
42号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.42:9000
41号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.41:9000
40号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.40:9000
3号[1047*576],http://www.erbao1981.top:8188/udp/239.76.252.3:9000
3号[1047*576],http://www.erbao1981.top:8188/udp/239.76.251.3:9000
39号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.39:9000
37号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.37:9000
桃源综合,http://www.erbao1981.top:8188/udp/239.76.248.36:1234
桃源综合,http://www.erbao1981.top:8188/udp/239.76.255.36:9000
36号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.36:9000
安乡综合,http://www.erbao1981.top:8188/udp/239.76.248.35:1234
安乡综合,http://www.erbao1981.top:8188/udp/239.76.255.35:9000
35号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.35:9000
洞口综合,http://www.erbao1981.top:8188/udp/239.76.248.34:1234
洞口综合,http://www.erbao1981.top:8188/udp/239.76.255.34:9000
34号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.34:9000
33号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.33:9000
32号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.32:9000
31号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.31:9000
30号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.30:9000
2号[785*576],http://www.erbao1981.top:8188/udp/239.76.253.2:9000
2号[785*576],http://www.erbao1981.top:8188/udp/239.76.246.2:1234
2号[1047*576],http://www.erbao1981.top:8188/udp/239.76.255.2:9000
2号[1024*576],http://www.erbao1981.top:8188/udp/239.76.252.2:9000
2号[1024*576],http://www.erbao1981.top:8188/udp/239.76.251.2:9000
29号[1024*576],http://www.erbao1981.top:8188/udp/239.76.251.29:9000
28号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.28:9000
27号[1024*576],http://www.erbao1981.top:8188/udp/239.76.254.27:9000
27号[1024*576],http://www.erbao1981.top:8188/udp/239.76.251.27:9000
27号[1024*576],http://www.erbao1981.top:8188/udp/239.76.247.27:1234
26号[720*576],http://www.erbao1981.top:8188/udp/239.76.252.26:9000
26号[1024*576],http://www.erbao1981.top:8188/udp/239.76.254.26:9000
26号[1024*576],http://www.erbao1981.top:8188/udp/239.76.251.26:9000
26号[1024*576],http://www.erbao1981.top:8188/udp/239.76.247.26:1234
25号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.25:9000
25号[1024*576],http://www.erbao1981.top:8188/udp/239.76.254.25:9000
25号[1024*576],http://www.erbao1981.top:8188/udp/239.76.247.25:1234
253号[785*576],http://www.erbao1981.top:8188/udp/239.76.252.253:9000
253号[785*576],http://www.erbao1981.top:8188/udp/239.76.245.253:1234
24号[1024*576],http://www.erbao1981.top:8188/udp/239.76.255.24:9000
24号[1024*576],http://www.erbao1981.top:8188/udp/239.76.251.24:9000
24号[1024*576],http://www.erbao1981.top:8188/udp/239.76.248.24:1234
245号,http://www.erbao1981.top:8188/udp/239.76.245.245:1234
244号[785*576],http://www.erbao1981.top:8188/udp/239.76.253.244:9000
244号[785*576],http://www.erbao1981.top:8188/udp/239.76.246.244:1234
244号[1047*576],http://www.erbao1981.top:8188/udp/239.76.252.244:9000
244号[1047*576],http://www.erbao1981.top:8188/udp/239.76.245.244:1234
23号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.23:9000
237号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.237:9000
236号[785*576],http://www.erbao1981.top:8188/udp/239.76.252.236:9000
236号[785*576],http://www.erbao1981.top:8188/udp/239.76.245.236:1234
236号[1024*576],http://www.erbao1981.top:8188/udp/239.76.253.236:9000
236号[1024*576],http://www.erbao1981.top:8188/udp/239.76.246.236:1234
232号[785*576],http://www.erbao1981.top:8188/udp/239.76.252.232:9000
232号[785*576],http://www.erbao1981.top:8188/udp/239.76.245.232:1234
231号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.231:9000
231号[768*576],http://www.erbao1981.top:8188/udp/239.76.245.231:1234
230号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.230:9000
230号[768*576],http://www.erbao1981.top:8188/udp/239.76.245.230:1234
22号[785*576],http://www.erbao1981.top:8188/udp/239.76.252.22:9000
22号[768*576],http://www.erbao1981.top:8188/udp/239.76.251.22:9000
229号,http://www.erbao1981.top:8188/udp/239.76.252.229:9000
229号,http://www.erbao1981.top:8188/udp/239.76.245.229:1234
228号,http://www.erbao1981.top:8188/udp/239.76.252.228:9000
228号,http://www.erbao1981.top:8188/udp/239.76.245.228:1234
227号,http://www.erbao1981.top:8188/udp/239.76.252.227:9000
227号,http://www.erbao1981.top:8188/udp/239.76.245.227:1234
224号[1024*576],http://www.erbao1981.top:8188/udp/239.76.245.224:1234
224号,http://www.erbao1981.top:8188/udp/239.76.253.224:9000
224号,http://www.erbao1981.top:8188/udp/239.76.246.224:1234
223号,http://www.erbao1981.top:8188/udp/239.76.246.223:1234
221号,http://www.erbao1981.top:8188/udp/239.76.252.221:9000
221号,http://www.erbao1981.top:8188/udp/239.76.246.221:1234
220号,http://www.erbao1981.top:8188/udp/239.76.246.220:1234
21号[785*576],http://www.erbao1981.top:8188/udp/239.76.251.21:9000
21号[1047*576],http://www.erbao1981.top:8188/udp/239.76.252.21:9000
218号,http://www.erbao1981.top:8188/udp/239.76.252.218:9000
216号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.216:9000
215号,http://www.erbao1981.top:8188/udp/239.76.246.215:1234
214号,http://www.erbao1981.top:8188/udp/239.76.253.214:9000
214号,http://www.erbao1981.top:8188/udp/239.76.246.214:1234
212号,http://www.erbao1981.top:8188/udp/239.76.252.212:9000
212号,http://www.erbao1981.top:8188/udp/239.76.245.212:1234
20号[1024*576],http://www.erbao1981.top:8188/udp/239.76.251.20:9000
209号,http://www.erbao1981.top:8188/udp/239.76.252.209:9000
208号,http://www.erbao1981.top:8188/udp/239.76.252.208:9000
207号,http://www.erbao1981.top:8188/udp/239.76.246.207:1234
206号[720*576],http://www.erbao1981.top:8188/udp/239.76.252.206:9000
206号,http://www.erbao1981.top:8188/udp/239.76.246.206:1234
205号[720*576],http://www.erbao1981.top:8188/udp/239.76.252.205:9000
205号,http://www.erbao1981.top:8188/udp/239.76.246.205:1234
204号,http://www.erbao1981.top:8188/udp/239.76.246.204:1234
202号[1024*576],http://www.erbao1981.top:8188/udp/239.76.252.202:9000
202号,http://www.erbao1981.top:8188/udp/239.76.246.202:1234
201号[1024*576],http://www.erbao1981.top:8188/udp/239.76.254.201:9000
201号[1024*576],http://www.erbao1981.top:8188/udp/239.76.247.201:1234
1号[785*576],http://www.erbao1981.top:8188/udp/239.76.255.1:9000
1号[785*576],http://www.erbao1981.top:8188/udp/239.76.248.1:1234
1号[1047*576],http://www.erbao1981.top:8188/udp/239.76.252.1:9000
1号[1047*576],http://www.erbao1981.top:8188/udp/239.76.251.1:9000
193号,http://www.erbao1981.top:8188/udp/239.76.246.193:1234
191号[785*576],http://www.erbao1981.top:8188/udp/239.76.252.191:9000
191号[785*576],http://www.erbao1981.top:8188/udp/239.76.245.191:1234
18号[785*576],http://www.erbao1981.top:8188/udp/239.76.253.18:9000
18号[785*576],http://www.erbao1981.top:8188/udp/239.76.251.18:9000
18号[785*576],http://www.erbao1981.top:8188/udp/239.76.246.18:1234
18号[1024*576],http://www.erbao1981.top:8188/udp/239.76.252.18:9000
18号[1024*576],http://www.erbao1981.top:8188/udp/239.76.245.18:1234
188号,http://www.erbao1981.top:8188/udp/239.76.253.188:9000
187号,http://www.erbao1981.top:8188/udp/239.76.245.187:1234
186号,http://www.erbao1981.top:8188/udp/239.76.253.186:9000
185号,http://www.erbao1981.top:8188/udp/239.76.245.185:1234
182号,http://www.erbao1981.top:8188/udp/239.76.245.182:1234
171号[1047*576],http://www.erbao1981.top:8188/udp/239.76.245.171:1234
16号[785*576],http://www.erbao1981.top:8188/udp/239.76.253.16:9000
16号[785*576],http://www.erbao1981.top:8188/udp/239.76.246.16:1234
163号[768*576],http://www.erbao1981.top:8188/udp/239.76.253.163:9000
163号[768*576],http://www.erbao1981.top:8188/udp/239.76.246.163:1234
160号,http://www.erbao1981.top:8188/udp/239.76.253.160:9000
156号[1047*576],http://www.erbao1981.top:8188/udp/239.76.252.156:9000
156号[1047*576],http://www.erbao1981.top:8188/udp/239.76.245.156:1234
155号[1047*576],http://www.erbao1981.top:8188/udp/239.76.252.155:9000
155号[1047*576],http://www.erbao1981.top:8188/udp/239.76.245.155:1234
152号,http://www.erbao1981.top:8188/udp/239.76.246.152:1234
151号,http://www.erbao1981.top:8188/udp/239.76.246.151:1234
150号[1047*576],http://www.erbao1981.top:8188/udp/239.76.252.150:9000
150号[1047*576],http://www.erbao1981.top:8188/udp/239.76.245.150:1234
150号[1024*576],http://www.erbao1981.top:8188/udp/239.76.251.150:9000
14号[1024*576],http://www.erbao1981.top:8188/udp/239.76.251.14:9000
149号[1047*576],http://www.erbao1981.top:8188/udp/239.76.252.149:9000
149号[1047*576],http://www.erbao1981.top:8188/udp/239.76.245.149:1234
148号[1047*576],http://www.erbao1981.top:8188/udp/239.76.252.148:9000
148号[1047*576],http://www.erbao1981.top:8188/udp/239.76.245.148:1234
147号[1047*576],http://www.erbao1981.top:8188/udp/239.76.252.147:9000
147号[1047*576],http://www.erbao1981.top:8188/udp/239.76.251.147:9000
147号[1047*576],http://www.erbao1981.top:8188/udp/239.76.245.147:1234
146号[1047*576],http://www.erbao1981.top:8188/udp/239.76.252.146:9000
146号[1047*576],http://www.erbao1981.top:8188/udp/239.76.245.146:1234
145号[1047*576],http://www.erbao1981.top:8188/udp/239.76.252.145:9000
145号[1047*576],http://www.erbao1981.top:8188/udp/239.76.251.145:9000
145号[1047*576],http://www.erbao1981.top:8188/udp/239.76.245.145:1234
144号[785*576],http://www.erbao1981.top:8188/udp/239.76.251.144:9000
144号[1047*576],http://www.erbao1981.top:8188/udp/239.76.252.144:9000
144号[1047*576],http://www.erbao1981.top:8188/udp/239.76.245.144:1234
143号[1047*576],http://www.erbao1981.top:8188/udp/239.76.252.143:9000
143号[1047*576],http://www.erbao1981.top:8188/udp/239.76.245.143:1234
142号[1047*576],http://www.erbao1981.top:8188/udp/239.76.252.142:9000
142号[1047*576],http://www.erbao1981.top:8188/udp/239.76.245.142:1234
141号[1047*576],http://www.erbao1981.top:8188/udp/239.76.252.141:9000
141号[1047*576],http://www.erbao1981.top:8188/udp/239.76.245.141:1234
141号,http://www.erbao1981.top:8188/udp/239.76.246.141:1234
140号[1047*576],http://www.erbao1981.top:8188/udp/239.76.252.140:9000
140号[1047*576],http://www.erbao1981.top:8188/udp/239.76.245.140:1234
140号,http://www.erbao1981.top:8188/udp/239.76.246.140:1234
13号[1024*576],http://www.erbao1981.top:8188/udp/239.76.253.13:9000
13号[1024*576],http://www.erbao1981.top:8188/udp/239.76.246.13:1234
139号[1047*576],http://www.erbao1981.top:8188/udp/239.76.252.139:9000
139号[1047*576],http://www.erbao1981.top:8188/udp/239.76.245.139:1234
139号,http://www.erbao1981.top:8188/udp/239.76.246.139:1234
138号[1047*576],http://www.erbao1981.top:8188/udp/239.76.252.138:9000
138号[1047*576],http://www.erbao1981.top:8188/udp/239.76.245.138:1234
138号,http://www.erbao1981.top:8188/udp/239.76.246.138:1234
137号[1047*576],http://www.erbao1981.top:8188/udp/239.76.252.137:9000
137号[1047*576],http://www.erbao1981.top:8188/udp/239.76.245.137:1234
137号,http://www.erbao1981.top:8188/udp/239.76.246.137:1234
136号,http://www.erbao1981.top:8188/udp/239.76.246.136:1234
135号,http://www.erbao1981.top:8188/udp/239.76.246.135:1234
134号,http://www.erbao1981.top:8188/udp/239.76.246.134:1234
133号[1024*576],http://www.erbao1981.top:8188/udp/239.76.245.133:1234
133号,http://www.erbao1981.top:8188/udp/239.76.246.133:1234
132号,http://www.erbao1981.top:8188/udp/239.76.246.132:1234
131号,http://www.erbao1981.top:8188/udp/239.76.252.131:9000
131号,http://www.erbao1981.top:8188/udp/239.76.246.131:1234
131号,http://www.erbao1981.top:8188/udp/239.76.245.131:1234
130号,http://www.erbao1981.top:8188/udp/239.76.246.130:1234
12号[1024*576],http://www.erbao1981.top:8188/udp/239.76.252.12:9000
12号[1024*576],http://www.erbao1981.top:8188/udp/239.76.251.12:9000
129号,http://www.erbao1981.top:8188/udp/239.76.246.129:1234
129号,http://www.erbao1981.top:8188/udp/239.76.245.129:1234
128号,http://www.erbao1981.top:8188/udp/239.76.245.128:1234
127号,http://www.erbao1981.top:8188/udp/239.76.253.127:9000
127号,http://www.erbao1981.top:8188/udp/239.76.246.127:1234
126号,http://www.erbao1981.top:8188/udp/239.76.246.126:1234
125号[1047*576],http://www.erbao1981.top:8188/udp/239.76.253.125:9000
125号[1047*576],http://www.erbao1981.top:8188/udp/239.76.246.125:1234
122号[785*576],http://www.erbao1981.top:8188/udp/239.76.251.122:9000
120号[785*576],http://www.erbao1981.top:8188/udp/239.76.251.120:9000
11号[1047*576],http://www.erbao1981.top:8188/udp/239.76.251.11:9000
119号[1024*576],http://www.erbao1981.top:8188/udp/239.76.251.119:9000
117号[1024*576],http://www.erbao1981.top:8188/udp/239.76.251.117:9000
114号[785*576],http://www.erbao1981.top:8188/udp/239.76.252.114:9000
114号[785*576],http://www.erbao1981.top:8188/udp/239.76.245.114:1234
114号[1024*576],http://www.erbao1981.top:8188/udp/239.76.251.114:9000
113号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.113:9000
112号[1047*576],http://www.erbao1981.top:8188/udp/239.76.252.112:9000
112号[1047*576],http://www.erbao1981.top:8188/udp/239.76.245.112:1234
112号[1024*576],http://www.erbao1981.top:8188/udp/239.76.254.112:9000
112号[1024*576],http://www.erbao1981.top:8188/udp/239.76.247.112:1234
111号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.111:9000
111号[1047*576],http://www.erbao1981.top:8188/udp/239.76.251.111:9000
110号[785*576],http://www.erbao1981.top:8188/udp/239.76.251.110:9000
110号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.110:9000
110号[768*576],http://www.erbao1981.top:8188/udp/239.76.245.110:1234
10号[1047*576],http://www.erbao1981.top:8188/udp/239.76.252.10:9000
10号[1047*576],http://www.erbao1981.top:8188/udp/239.76.251.10:9000
10号[1024*576],http://www.erbao1981.top:8188/udp/239.76.253.10:9000
10号[1024*576],http://www.erbao1981.top:8188/udp/239.76.246.10:1234
109号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.109:9000
109号[768*576],http://www.erbao1981.top:8188/udp/239.76.245.109:1234
108号[785*576],http://www.erbao1981.top:8188/udp/239.76.251.108:9000
108号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.108:9000
108号[768*576],http://www.erbao1981.top:8188/udp/239.76.245.108:1234
107号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.107:9000
107号[768*576],http://www.erbao1981.top:8188/udp/239.76.245.107:1234
106号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.106:9000
106号[768*576],http://www.erbao1981.top:8188/udp/239.76.245.106:1234
105号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.105:9000
105号[768*576],http://www.erbao1981.top:8188/udp/239.76.245.105:1234
104号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.104:9000
103号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.103:9000
102号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.102:9000
101号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.101:9000
100号[768*576],http://www.erbao1981.top:8188/udp/239.76.252.100:9000

海南三亚电信,#genre#
CCTV1,http://36.101.3.42:554/udp/239.253.64.120:5140
CCTV2,http://36.101.3.42:554/udp/239.253.64.195:5140
CCTV3,http://36.101.3.42:554/udp/239.253.64.244:5140
